X,Y
-0.501241258,-0.207035259
-0.512567158,-0.22239535
-0.516099642,-0.201118758
-0.490352815,-0.205919014
-0.504240941,-0.197040044
-0.494333077,-0.184562527
-0.491794362,-0.175670451
-0.492920441,-0.15991644
-0.496327291,-0.167291833
-0.498348448,-0.160723254
-0.519622336,-0.15525416
-0.506450004,-0.164521709
-0.487935235,-0.150928304
-0.491740938,-0.136220239
-0.499175487,-0.144033354
-0.508133995,-0.142859035
-0.498603931,-0.12371592
-0.497676733,-0.12758473
-0.480813687,-0.123998848
-0.487807384,-0.133487414
-0.494931461,-0.110898618
-0.501767645,-0.102956051
-0.50469971,-0.112797848
-0.502950353,-0.09447323
-0.508644695,-0.085733405
-0.498595109,-0.068622943
-0.493320012,-0.077711025
-0.502521942,-0.069574573
-0.476013338,-0.057911627
-0.504610009,-0.068741944
-0.494060075,-0.068171251
-0.510437202,-0.059633382
-0.498630491,-0.059416618
-0.501250716,-0.045650062
-0.503640301,-0.045379749
-0.507130627,-0.03941947
-0.480316776,-0.023220985
-0.499256356,-0.026319774
-0.499190672,-0.024108778
-0.503761081,0.010851496
-0.494852637,-0.000399821
-0.498614805,-0.004408138
-0.504928421,-0.006671391
-0.498308483,0.002749479
-0.50844143,8.31E-05
-0.496847269,0.027610899
-0.507888935,0.01731054
-0.497160495,0.023635577
-0.477442118,0.014739866
-0.505000619,0.031271234
-0.486874059,0.038068617
-0.497315742,0.048384307
-0.487563275,0.058505823
-0.494420425,0.058536899
-0.496202584,0.067920871
-0.489505219,0.076158703
-0.516233136,0.06554306
-0.506313346,0.076336278
-0.496106412,0.093674406
-0.494950935,0.082113969
-0.496267583,0.09198173
-0.50479681,0.086183102
-0.509688423,0.122331345
-0.494303627,0.091082544
-0.489071564,0.110291303
-0.504244056,0.111225299
-0.498902125,0.133817511
-0.501241666,0.12107068
-0.501626222,0.124869339
-0.501723232,0.134740339
-0.506308101,0.154035285
-0.509899401,0.157513099
-0.493797344,0.163285947
-0.488111139,0.155230229
-0.502619481,0.175534618
-0.51038535,0.170208139
-0.507914751,0.186430937
-0.513808732,0.191552254
-0.505260697,0.20130374
-0.497662563,0.17945033
-0.505744894,0.187673984
-0.487228112,0.198503324
-0.50789644,0.206062556
-0.500015854,0.225444966
-0.492393583,0.216850659
-0.498862822,0.222565424
-0.504942552,0.218675059
-0.484243305,0.227476562
-0.501746927,0.225371489
-0.489458025,0.249121274
-0.496858363,0.230070776
-0.495772909,0.257636577
