X,Y
2.10159912109375E+02,1.92385955810547E+02
2.10055755615234E+02,1.93446929931641E+02
2.09919998168945E+02,1.94505996704102E+02
2.09747940063477E+02,1.95583358764648E+02
2.09543487548828E+02,1.96653686523438E+02
2.09307678222656E+02,1.97716766357422E+02
2.09041519165039E+02,1.98772323608398E+02
2.08746047973633E+02,1.99820129394531E+02
2.08422256469727E+02,2.00859954833984E+02
2.08071197509766E+02,2.01891540527344E+02
2.07693878173828E+02,2.02914642333984E+02
2.07291305541992E+02,2.0392903137207E+02
2.06864517211914E+02,2.04934448242188E+02
2.06414535522461E+02,2.059306640625E+02
2.05942367553711E+02,2.06917449951172E+02
2.0544905090332E+02,2.0789453125E+02
2.04935592651367E+02,2.08861679077148E+02
2.04403015136719E+02,2.09818664550781E+02
2.03852355957031E+02,2.10765228271484E+02
2.03284622192383E+02,2.11701126098633E+02
2.02700820922852E+02,2.1262614440918E+02
2.02102005004883E+02,2.13539993286133E+02
2.01537994384766E+02,2.14372467041016E+02
2.00962478637695E+02,2.15195877075195E+02
2.00375595092773E+02,2.16010269165039E+02
1.99777557373047E+02,2.16815628051758E+02
1.99168533325195E+02,2.17612014770508E+02
1.98548675537109E+02,2.183994140625E+02
1.97918197631836E+02,2.19177871704102E+02
1.97277267456055E+02,2.19947387695313E+02
1.96626052856445E+02,2.20707992553711E+02
1.95964752197266E+02,2.21459701538086E+02
1.95293518066406E+02,2.22202545166016E+02
1.94612548828125E+02,2.22936538696289E+02
1.93922012329102E+02,2.23661697387695E+02
1.93222091674805E+02,2.24378036499023E+02
1.92512969970703E+02,2.25085601806641E+02
1.91794815063477E+02,2.25784378051758E+02
1.91067810058594E+02,2.26474411010742E+02
1.90332138061523E+02,2.27155700683594E+02
1.89587982177734E+02,2.2782829284668E+02
1.88835510253906E+02,2.284921875E+02
1.88074890136719E+02,2.29147399902344E+02
1.8730632019043E+02,2.29793975830078E+02
1.86529968261719E+02,2.30431915283203E+02
1.85746032714844E+02,2.31061233520508E+02
1.84954666137695E+02,2.31681976318359E+02
1.84156051635742E+02,2.32294143676758E+02
1.83350372314453E+02,2.32897750854492E+02
1.82537811279297E+02,2.33492828369141E+02
1.81718551635742E+02,2.34079391479492E+02
1.8089274597168E+02,2.34657470703125E+02
1.80060607910156E+02,2.35227081298828E+02
1.79222290039063E+02,2.35788223266602E+02
1.78377975463867E+02,2.36340942382813E+02
1.77527847290039E+02,2.3688525390625E+02
1.76672088623047E+02,2.37421173095703E+02
1.7581086730957E+02,2.3794873046875E+02
1.74944366455078E+02,2.38467926025391E+02
1.74072769165039E+02,2.38978790283203E+02
1.73196243286133E+02,2.39481338500977E+02
1.72314987182617E+02,2.39975601196289E+02
1.71429153442383E+02,2.4046159362793E+02
1.70538925170898E+02,2.40939331054688E+02
1.69644500732422E+02,2.41408843994141E+02
1.68746047973633E+02,2.41870147705078E+02
1.67843734741211E+02,2.423232421875E+02
1.66937759399414E+02,2.42768188476563E+02
1.66028274536133E+02,2.43204971313477E+02
1.65115493774414E+02,2.4363362121582E+02
1.64199554443359E+02,2.44054168701172E+02
1.63280670166016E+02,2.44466613769531E+02
1.62358993530273E+02,2.44871002197266E+02
1.61408721923828E+02,2.45278594970703E+02
1.60454376220703E+02,2.45678192138672E+02
1.59496047973633E+02,2.46069442749023E+02
1.58533813476563E+02,2.46451904296875E+02
1.57567764282227E+02,2.46825210571289E+02
1.56597946166992E+02,2.47188949584961E+02
1.55624465942383E+02,2.47542724609375E+02
1.54647384643555E+02,2.47886138916016E+02
1.53666778564453E+02,2.48218811035156E+02
1.52682739257813E+02,2.48540328979492E+02
1.51695327758789E+02,2.48850311279297E+02
1.50704650878906E+02,2.49148345947266E+02
1.49710754394531E+02,2.49434036254883E+02
1.48713729858398E+02,2.49706985473633E+02
1.47713653564453E+02,2.49966812133789E+02
1.46710601806641E+02,2.50213104248047E+02
1.45704650878906E+02,2.50445465087891E+02
1.44695892333984E+02,2.50663513183594E+02
1.43684387207031E+02,2.50866851806641E+02
1.42670211791992E+02,2.51055053710938E+02
1.41653457641602E+02,2.51227752685547E+02
1.40634201049805E+02,2.51384552001953E+02
1.39612503051758E+02,2.51525039672852E+02
1.38588470458984E+02,2.51648818969727E+02
1.37562149047852E+02,2.51755508422852E+02
1.36533630371094E+02,2.51844696044922E+02
1.35503005981445E+02,2.51916000366211E+02
1.34430328369141E+02,2.51970428466797E+02
1.33356826782227E+02,2.52004898071289E+02
1.3228288269043E+02,2.52019439697266E+02
1.31208831787109E+02,2.52014114379883E+02
1.30135055541992E+02,2.51988967895508E+02
1.29061920166016E+02,2.51944046020508E+02
1.27989776611328E+02,2.51879409790039E+02
1.26918991088867E+02,2.5179508972168E+02
1.25849937438965E+02,2.51691131591797E+02
1.2478296661377E+02,2.51567596435547E+02
1.23718444824219E+02,2.51424530029297E+02
1.2265673828125E+02,2.51261978149414E+02
1.21598205566406E+02,2.51079971313477E+02
1.2054322052002E+02,2.5087858581543E+02
1.19492141723633E+02,2.50657867431641E+02
1.18445327758789E+02,2.50417846679688E+02
1.17403144836426E+02,2.50158584594727E+02
1.1636595916748E+02,2.49880111694336E+02
1.15334129333496E+02,2.49582489013672E+02
1.1430802154541E+02,2.49265777587891E+02
1.1328800201416E+02,2.48929992675781E+02
1.12304710388184E+02,2.48586074829102E+02
1.11328323364258E+02,2.48224945068359E+02
1.1035888671875E+02,2.47846908569336E+02
1.09396484375E+02,2.47452285766602E+02
1.08441184997559E+02,2.47041381835938E+02
1.07493049621582E+02,2.46614471435547E+02
1.06552146911621E+02,2.46171905517578E+02
1.05618553161621E+02,2.45713943481445E+02
1.04692337036133E+02,2.45240921020508E+02
1.03773559570313E+02,2.44753128051758E+02
1.02862289428711E+02,2.44250869750977E+02
1.01958602905273E+02,2.43734451293945E+02
1.01062561035156E+02,2.43204177856445E+02
1.00174240112305E+02,2.42660354614258E+02
9.9293701171875E+01,2.42103286743164E+02
9.84210205078125E+01,2.41533264160156E+02
9.75562591552734E+01,2.40950622558594E+02
9.66994934082031E+01,2.4035563659668E+02
9.58507843017578E+01,2.39748626708984E+02
9.50102081298828E+01,2.39129898071289E+02
9.41778259277344E+01,2.38499740600586E+02
9.33537139892578E+01,2.37858459472656E+02
9.25379333496094E+01,2.3720637512207E+02
9.17305526733398E+01,2.36543792724609E+02
9.09316558837891E+01,2.35870986938477E+02
9.01412887573242E+01,2.35188293457031E+02
8.93595352172852E+01,2.34496017456055E+02
8.85864639282227E+01,2.3379443359375E+02
8.7822135925293E+01,2.33083862304688E+02
8.70666275024414E+01,2.32364624023438E+02
8.63199996948242E+01,2.31636993408203E+02
8.55688705444336E+01,2.30887191772461E+02
8.48262634277344E+01,2.30127914428711E+02
8.40925903320313E+01,2.29359222412109E+02
8.3368278503418E+01,2.28581130981445E+02
8.26537322998047E+01,2.27793716430664E+02
8.19493713378906E+01,2.26996978759766E+02
8.12556076049805E+01,2.26190963745117E+02
8.0572868347168E+01,2.25375732421875E+02
7.99015655517578E+01,2.24551300048828E+02
7.92421112060547E+01,2.23717697143555E+02
7.85949172973633E+01,2.22874984741211E+02
7.79604187011719E+01,2.22023193359375E+02
7.73390121459961E+01,2.21162353515625E+02
7.67311248779297E+01,2.20292495727539E+02
7.61371688842773E+01,2.19413681030273E+02
7.55575637817383E+01,2.18525939941406E+02
7.49927215576172E+01,2.17629287719727E+02
7.44430618286133E+01,2.16723785400391E+02
7.39089965820313E+01,2.15809478759766E+02
7.33909454345703E+01,2.14886367797852E+02
7.28893280029297E+01,2.13954528808594E+02
7.24045562744141E+01,2.13013977050781E+02
7.19370422363281E+01,2.1206477355957E+02
7.14872131347656E+01,2.11106918334961E+02
7.10554733276367E+01,2.10140487670898E+02
7.06422500610352E+01,2.09165496826172E+02
7.02479553222656E+01,2.08181991577148E+02
6.98730010986328E+01,2.07190002441406E+02
6.95418701171875E+01,2.06259414672852E+02
6.92290267944336E+01,2.05324432373047E+02
6.89343185424805E+01,2.04385238647461E+02
6.8657600402832E+01,2.03442047119141E+02
6.83987121582031E+01,2.02495025634766E+02
6.81575241088867E+01,2.01544403076172E+02
6.79338684082031E+01,2.00590347290039E+02
6.77276077270508E+01,1.99633071899414E+02
6.75385894775391E+01,1.98672744750977E+02
6.73666687011719E+01,1.97709594726563E+02
6.72116851806641E+01,1.96743789672852E+02
6.70735015869141E+01,1.95775543212891E+02
6.69519577026367E+01,1.94805038452148E+02
6.68469161987305E+01,1.93832473754883E+02
6.67582244873047E+01,1.92858047485352E+02
6.66857299804688E+01,1.91881942749023E+02
6.66292877197266E+01,1.90904373168945E+02
6.65887451171875E+01,1.89925521850586E+02
6.65639572143555E+01,1.88945571899414E+02
6.65547714233398E+01,1.87964752197266E+02
6.65610427856445E+01,1.8698323059082E+02
6.65826187133789E+01,1.86001205444336E+02
6.66193466186523E+01,1.8501887512207E+02
6.66710891723633E+01,1.84036437988281E+02
6.67376861572266E+01,1.83054077148438E+02
6.68189926147461E+01,1.82072006225586E+02
6.69148559570313E+01,1.81090393066406E+02
6.70251388549805E+01,1.80109466552734E+02
6.71496810913086E+01,1.7912939453125E+02
6.7288330078125E+01,1.78150390625E+02
6.74409484863281E+01,1.77172637939453E+02
6.76073837280273E+01,1.76196334838867E+02
6.77874908447266E+01,1.75221664428711E+02
6.79811096191406E+01,1.74248840332031E+02
6.81880950927734E+01,1.73278060913086E+02
6.84083023071289E+01,1.72309494018555E+02
6.86415786743164E+01,1.71343353271484E+02
6.88877792358398E+01,1.70379837036133E+02
6.91467514038086E+01,1.69419128417969E+02
6.94183502197266E+01,1.68461441040039E+02
6.97024154663086E+01,1.67506942749023E+02
6.99988174438477E+01,1.66555847167969E+02
7.03073883056641E+01,1.65608337402344E+02
7.06279907226563E+01,1.64664627075195E+02
7.09604644775391E+01,1.63724899291992E+02
7.13046722412109E+01,1.62789337158203E+02
7.16604690551758E+01,1.61858154296875E+02
7.20276870727539E+01,1.60931549072266E+02
7.24061889648438E+01,1.60009689331055E+02
7.27958297729492E+01,1.59092803955078E+02
7.31964492797852E+01,1.58181060791016E+02
7.360791015625E+01,1.57274658203125E+02
7.40300521850586E+01,1.56373809814453E+02
7.44627380371094E+01,1.55478698730469E+02
7.49058074951172E+01,1.54589508056641E+02
7.53591156005859E+01,1.53706451416016E+02
7.58225173950195E+01,1.52829727172852E+02
7.62958602905273E+01,1.51959503173828E+02
7.67789993286133E+01,1.51095993041992E+02
7.72859191894531E+01,1.50219131469727E+02
7.78075866699219E+01,1.49349258422852E+02
7.83438339233398E+01,1.4848681640625E+02
7.88945236206055E+01,1.47632247924805E+02
7.94594879150391E+01,1.46786026000977E+02
8.00385894775391E+01,1.45948593139648E+02
8.06316604614258E+01,1.45120391845703E+02
8.12385559082031E+01,1.44301864624023E+02
8.18591232299805E+01,1.43493469238281E+02
8.24932022094727E+01,1.42695648193359E+02
8.31406478881836E+01,1.4190885925293E+02
8.38013000488281E+01,1.41133529663086E+02
8.44750137329102E+01,1.40370132446289E+02
8.51616287231445E+01,1.39619110107422E+02
8.58609924316406E+01,1.38880905151367E+02
8.65729598999023E+01,1.38155960083008E+02
8.729736328125E+01,1.37444747924805E+02
8.8034065246582E+01,1.36747695922852E+02
8.87828979492188E+01,1.36065246582031E+02
8.95437240600586E+01,1.35397872924805E+02
9.03163757324219E+01,1.34746002197266E+02
9.11007080078125E+01,1.34110092163086E+02
9.18965606689453E+01,1.33490585327148E+02
9.27037963867188E+01,1.32887939453125E+02
9.35222396850586E+01,1.32302597045898E+02
9.43517532348633E+01,1.31735015869141E+02
9.51921844482422E+01,1.31185623168945E+02
9.60433731079102E+01,1.30654891967773E+02
9.69051666259766E+01,1.30143249511719E+02
9.77774124145508E+01,1.29651153564453E+02
9.86599578857422E+01,1.29179061889648E+02
9.95526504516602E+01,1.28727416992188E+02
1.00455345153809E+02,1.28296661376953E+02
1.01367874145508E+02,1.27887237548828E+02
1.02290084838867E+02,1.27499610900879E+02
1.03221839904785E+02,1.27134223937988E+02
1.04162971496582E+02,1.26791519165039E+02
1.05113334655762E+02,1.26471954345703E+02
1.06072769165039E+02,1.26175964355469E+02
1.07041130065918E+02,1.25904014587402E+02
1.08018257141113E+02,1.25656539916992E+02
1.09003997802734E+02,1.2543399810791E+02
1.40843002319336E+02,1.18520002365112E+01
1.41456741333008E+02,1.24361667633057E+01
1.42094802856445E+02,1.30145587921143E+01
1.42756317138672E+02,1.35873336791992E+01
1.43440490722656E+02,1.41546468734741E+01
1.44146484375E+02,1.47166538238525E+01
1.44873443603516E+02,1.52735118865967E+01
1.45620574951172E+02,1.58253755569458E+01
1.46387023925781E+02,1.63724021911621E+01
1.47171966552734E+02,1.69147472381592E+01
1.47974578857422E+02,1.74525661468506E+01
1.48794021606445E+02,1.79860172271729E+01
1.49629455566406E+02,1.85152530670166E+01
1.50480072021484E+02,1.90404319763184E+01
1.51345031738281E+02,1.9561710357666E+01
1.52223510742188E+02,2.00792407989502E+01
1.53114669799805E+02,2.05931835174561E+01
1.54017669677734E+02,2.11036930084229E+01
1.54931701660156E+02,2.16109256744385E+01
1.55855926513672E+02,2.21150379180908E+01
1.56789505004883E+02,2.26161823272705E+01
1.57731628417969E+02,2.31145191192627E+01
1.58681442260742E+02,2.36102027893066E+01
1.59638122558594E+02,2.41033897399902E+01
1.60600860595703E+02,2.45942344665527E+01
1.61568786621094E+02,2.5082893371582E+01
1.62541107177734E+02,2.55695247650146E+01
1.63516983032227E+02,2.60542831420898E+01
1.64495574951172E+02,2.65373249053955E+01
1.65476043701172E+02,2.70188045501709E+01
1.66457580566406E+02,2.74988803863525E+01
1.67439361572266E+02,2.79777069091797E+01
1.68420516967773E+02,2.84554405212402E+01
1.69400253295898E+02,2.89322376251221E+01
1.70377731323242E+02,2.94082527160645E+01
1.71352111816406E+02,2.98836441040039E+01
1.72322570800781E+02,3.03585662841797E+01
1.73288284301758E+02,3.08331756591797E+01
1.74248413085938E+02,3.13076305389404E+01
1.75202117919922E+02,3.17820816040039E+01
1.76148590087891E+02,3.22566909790039E+01
1.77086990356445E+02,3.27316093444824E+01
1.78016479492188E+02,3.32069969177246E+01
1.78936248779297E+02,3.36830062866211E+01
1.79845443725586E+02,3.4159797668457E+01
1.80743255615234E+02,3.4637523651123E+01
1.81628829956055E+02,3.5116340637207E+01
1.82501358032227E+02,3.55964050292969E+01
1.83360000610352E+02,3.60778732299805E+01
1.8420393371582E+02,3.65609016418457E+01
1.85032318115234E+02,3.70456466674805E+01
1.85844314575195E+02,3.75322608947754E+01
1.86639129638672E+02,3.80209045410156E+01
1.87415893554688E+02,3.85117301940918E+01
1.88173797607422E+02,3.90048980712891E+01
1.88912002563477E+02,3.9500560760498E+01
1.89629669189453E+02,3.99988784790039E+01
1.9032600402832E+02,4.05E+01
1.91111801147461E+02,3.96188468933105E+01
1.91881500244141E+02,3.8748104095459E+01
1.92635833740234E+02,3.78875007629395E+01
1.93375518798828E+02,3.70367736816406E+01
1.94101318359375E+02,3.61956558227539E+01
1.94813980102539E+02,3.53638877868652E+01
1.95514236450195E+02,3.45411987304688E+01
1.96202819824219E+02,3.37273216247559E+01
1.96880493164063E+02,3.29219970703125E+01
1.97547973632813E+02,3.21249542236328E+01
1.98206008911133E+02,3.13359279632568E+01
1.98855346679688E+02,3.05546550750732E+01
1.99496734619141E+02,2.97808704376221E+01
2.00130905151367E+02,2.90143070220947E+01
2.00758590698242E+02,2.82547016143799E+01
2.0138053894043E+02,2.75017852783203E+01
2.01997512817383E+02,2.67552947998047E+01
2.02610229492188E+02,2.60149631500244E+01
2.03219421386719E+02,2.52805271148682E+01
2.0382585144043E+02,2.45517196655273E+01
2.04430267333984E+02,2.38282737731934E+01
2.05033386230469E+02,2.31099281311035E+01
2.05635955810547E+02,2.23964138031006E+01
2.06238723754883E+02,2.16874675750732E+01
2.06842437744141E+02,2.09828224182129E+01
2.07447814941406E+02,2.02822132110596E+01
2.08055618286133E+02,1.95853748321533E+01
2.08666595458984E+02,1.88920421600342E+01
2.09281463623047E+02,1.82019481658936E+01
2.09900985717773E+02,1.75148277282715E+01
2.1052587890625E+02,1.68304176330566E+01
2.1115690612793E+02,1.61484508514404E+01
2.11794799804688E+02,1.54686603546143E+01
2.12440307617188E+02,1.47907829284668E+01
2.13094161987305E+02,1.41145524978638E+01
2.13757110595703E+02,1.34397039413452E+01
2.14429885864258E+02,1.27659702301025E+01
2.15113250732422E+02,1.20930881500244E+01
2.15807922363281E+02,1.14207897186279E+01
2.165146484375E+02,1.07488117218018E+01
2.17234176635742E+02,1.00768871307373E+01
2.17967239379883E+02,9.40475177764893E+00
2.18714584350586E+02,8.73213958740234E+00
2.19476959228516E+02,8.05878448486328E+00
2.20255096435547E+02,7.38442134857178E+00
2.21049743652344E+02,6.70878505706787E+00
2.21861618041992E+02,6.03161001205444E+00
2.22691497802734E+02,5.35263109207153E+00
2.23540100097656E+02,4.67158222198486E+00
2.24408172607422E+02,3.98819804191589E+00
2.25296463012695E+02,3.30221319198608E+00
2.26205703735352E+02,2.61336207389832E+00
2.27136627197266E+02,1.92137968540192E+00
2.28089996337891E+02,1.22599995136261E+00
2.28025817871094E+02,2.37999439239502E+00
2.27954620361328E+02,3.51664471626282E+00
2.27876342773438E+02,4.63655567169189E+00
2.27790985107422E+02,5.74033212661743E+00
2.27698501586914E+02,6.82857894897461E+00
2.27598846435547E+02,7.90190029144287E+00
2.27491989135742E+02,8.96090126037598E+00
2.27377914428711E+02,1.00061874389648E+01
2.27256561279297E+02,1.10383615493774E+01
2.27127914428711E+02,1.2058030128479E+01
2.26991928100586E+02,1.30657968521118E+01
2.26848571777344E+02,1.40622673034668E+01
2.26697799682617E+02,1.50480461120605E+01
2.26539596557617E+02,1.60237369537354E+01
2.26373931884766E+02,1.69899444580078E+01
2.26200744628906E+02,1.79472751617432E+01
2.2602001953125E+02,1.8896333694458E+01
2.25831726074219E+02,1.98377227783203E+01
2.25635803222656E+02,2.07720470428467E+01
2.25432250976563E+02,2.1699914932251E+01
2.25221008300781E+02,2.26219272613525E+01
2.25002059936523E+02,2.35386905670166E+01
2.24775360107422E+02,2.44508075714111E+01
2.24540863037109E+02,2.535888671875E+01
2.24298568725586E+02,2.62635288238525E+01
2.24048416137695E+02,2.7165340423584E+01
2.2379035949707E+02,2.80649280548096E+01
2.23524398803711E+02,2.89628925323486E+01
2.23250473022461E+02,2.9859842300415E+01
2.22968566894531E+02,3.07563800811768E+01
2.22678634643555E+02,3.16531105041504E+01
2.22380630493164E+02,3.25506401062012E+01
2.2207453918457E+02,3.34495697021484E+01
2.21760330200195E+02,3.43505058288574E+01
2.21437942504883E+02,3.52540588378906E+01
2.21107376098633E+02,3.61608238220215E+01
2.207685546875E+02,3.70714111328125E+01
2.20421478271484E+02,3.79864273071289E+01
2.20066116333008E+02,3.89064712524414E+01
2.19702392578125E+02,3.98321533203125E+01
2.19330322265625E+02,4.07640762329102E+01
2.18949829101563E+02,4.17028427124023E+01
2.18560913085938E+02,4.26490592956543E+01
2.18163513183594E+02,4.3603328704834E+01
2.17757614135742E+02,4.45662574768066E+01
2.17343170166016E+02,4.55384521484375E+01
2.16920150756836E+02,4.65205154418945E+01
2.16488525390625E+02,4.75130500793457E+01
2.16048248291016E+02,4.85166664123535E+01
2.1559928894043E+02,4.95319633483887E+01
2.15141616821289E+02,5.05595474243164E+01
2.14675201416016E+02,5.1600025177002E+01
2.14199996948242E+02,5.26539993286133E+01
2.15135406494141E+02,5.28898735046387E+01
2.16069549560547E+02,5.31432228088379E+01
2.17002471923828E+02,5.34133453369141E+01
2.17934219360352E+02,5.36995429992676E+01
2.18864868164063E+02,5.40011215209961E+01
2.1979443359375E+02,5.43173751831055E+01
2.20723007202148E+02,5.46476097106934E+01
2.21650588989258E+02,5.49911231994629E+01
2.22577270507813E+02,5.53472213745117E+01
2.2350309753418E+02,5.57151985168457E+01
2.24428100585938E+02,5.60943603515625E+01
2.25352340698242E+02,5.64840049743652E+01
2.2627587890625E+02,5.68834381103516E+01
2.27198745727539E+02,5.72919540405273E+01
2.28121002197266E+02,5.77088623046875E+01
2.29042709350586E+02,5.81334571838379E+01
2.29963897705078E+02,5.85650405883789E+01
2.30884628295898E+02,5.90029144287109E+01
2.31804946899414E+02,5.94463806152344E+01
2.32724914550781E+02,5.98947410583496E+01
2.33644561767578E+02,6.03472938537598E+01
2.3456396484375E+02,6.08033409118652E+01
2.35483154296875E+02,6.12621841430664E+01
2.36402191162109E+02,6.17231254577637E+01
2.3732112121582E+02,6.21854629516602E+01
2.38240005493164E+02,6.26484985351563E+01
2.39158874511719E+02,6.31115379333496E+01
2.40077789306641E+02,6.35738754272461E+01
2.40996810913086E+02,6.40348129272461E+01
2.41915969848633E+02,6.44936599731445E+01
2.42835327148438E+02,6.494970703125E+01
2.43754928588867E+02,6.54022598266602E+01
2.44674835205078E+02,6.58506164550781E+01
2.45595092773438E+02,6.62940826416016E+01
2.46515747070313E+02,6.67319641113281E+01
2.47436859130859E+02,6.71635437011719E+01
2.48358459472656E+02,6.75881423950195E+01
2.49280609130859E+02,6.80050430297852E+01
2.50203369140625E+02,6.84135589599609E+01
2.5112678527832E+02,6.88129959106445E+01
2.52050903320313E+02,6.920263671875E+01
2.52975769042969E+02,6.95818023681641E+01
2.53901443481445E+02,6.99497833251953E+01
2.54827972412109E+02,7.03058776855469E+01
2.55755401611328E+02,7.06493911743164E+01
2.56683776855469E+02,7.0979621887207E+01
2.57613189697266E+02,7.12958755493164E+01
2.58543640136719E+02,7.15974578857422E+01
2.59475189208984E+02,7.18836517333984E+01
2.60407897949219E+02,7.21537780761719E+01
2.61341827392578E+02,7.24071273803711E+01
2.62277008056641E+02,7.26429977416992E+01
2.61466766357422E+02,7.32569198608398E+01
